id,activity
2105,2015-09-04 13:02:51.168453+00
2106,2015-09-04 13:03:16.076811+00
2130,2015-09-16 16:06:56.004546+00
2055,2015-09-04 19:35:46.23398+00
2093,2015-09-16 22:46:42.325098+00
2101,2015-09-09 20:06:58.244163+00
2116,2015-09-04 14:58:13.716852+00
2124,2015-09-16 14:50:28.109331+00
2162,2015-09-14 16:52:20.198881+00
2170,2015-09-11 18:47:40.211908+00
2120,2015-09-04 15:02:07.876976+00
1914,2015-09-18 15:35:14.219384+00
2125,2015-09-04 15:39:11.990353+00
2073,2015-09-10 20:14:14.752016+00
2111,2015-09-16 15:46:50.674432+00
2141,2015-09-04 15:47:39.350883+00
2142,2015-09-11 16:30:38.836522+00
2110,2015-09-04 15:08:38.588798+00
2122,2015-09-04 15:08:44.672326+00
2119,2015-09-04 19:09:47.6036+00
2063,2015-09-09 19:41:01.250213+00
1598,2015-09-10 14:03:10.387009+00
2108,2015-09-14 12:58:00.361572+00
2133,2015-09-16 15:09:52.928258+00
2146,2015-09-04 16:07:32.73991+00
2040,2015-09-18 18:02:28.365786+00
2143,2015-09-04 16:10:38.232067+00
2174,2015-09-10 17:00:58.335871+00
2032,2015-09-04 15:24:00.652113+00
2136,2015-09-16 14:50:49.078532+00
2060,2015-09-11 18:36:00.716686+00
2129,2015-09-16 15:03:39.7184+00
2179,2015-09-08 17:45:44.773781+00
2164,2015-09-14 16:42:05.861149+00
2128,2015-09-11 19:49:16.468639+00
2097,2015-09-04 12:39:22.6534+00
2042,2015-09-11 14:38:18.522224+00
2132,2015-09-04 15:27:36.375371+00
2139,2015-09-14 16:13:43.552301+00
2148,2015-09-04 16:14:19.041675+00
2149,2015-09-04 16:16:54.948079+00
2147,2015-09-11 16:23:47.078785+00
2037,2015-09-15 17:45:56.499367+00
2166,2015-09-04 18:01:36.071361+00
2145,2015-09-13 21:09:42.695926+00
2151,2015-09-04 16:25:17.665431+00
2064,2015-09-17 16:57:08.365545+00
2153,2015-09-04 17:30:05.349785+00
2053,2015-09-25 15:15:39.04086+00
2158,2015-09-04 17:49:58.801309+00
2159,2015-09-04 17:50:18.372702+00
2165,2015-09-04 17:52:44.424124+00
2163,2015-09-04 17:54:12.753918+00
2107,2015-09-09 13:14:01.067669+00
2160,2015-09-14 16:42:41.257257+00
2172,2015-09-04 18:10:45.048802+00
2150,2015-09-08 14:39:16.807034+00
2182,2015-09-04 18:11:20.690921+00
2168,2015-09-04 18:06:53.564266+00
2135,2015-09-24 15:52:19.667219+00
2079,2015-09-15 14:19:14.393143+00
2044,2015-09-03 20:28:17.492463+00
2131,2015-09-16 23:04:15.132387+00
2134,2015-09-17 15:28:19.946177+00
2178,2015-09-11 18:36:07.041203+00
2180,2015-09-15 17:24:02.190908+00
2137,2015-09-21 17:55:33.756889+00
1259,2015-09-04 01:49:41.331704+00
2084,2015-09-10 21:09:15.902892+00
2217,2015-09-04 21:12:23.465341+00
2184,2015-09-14 18:24:49.639674+00
2218,2015-09-04 21:13:12.387517+00
2299,2015-09-17 16:21:06.237569+00
2186,2015-09-14 20:12:33.310755+00
2187,2015-09-04 18:12:21.357636+00
2314,2015-09-18 03:08:28.969825+00
2188,2015-09-15 17:43:36.06757+00
2189,2015-09-04 18:14:24.464395+00
1616,2015-09-04 18:15:22.105689+00
2262,2015-09-07 16:20:39.965358+00
2301,2015-09-15 11:27:45.074723+00
2263,2015-09-07 16:36:29.266839+00
2264,2015-09-07 16:42:33.635157+00
2173,2015-09-15 17:24:53.390747+00
2249,2015-09-09 04:10:22.287122+00
2300,2015-09-09 12:48:07.158641+00
2223,2015-09-13 17:54:01.724163+00
2221,2015-09-09 20:26:14.976722+00
1926,2015-09-14 20:09:25.895683+00
2213,2015-09-14 17:36:18.345045+00
2242,2015-09-07 18:30:00.364018+00
2200,2015-09-11 18:48:45.447393+00
2181,2015-09-11 16:42:30.794239+00
2226,2015-09-05 12:04:44.66306+00
2227,2015-09-05 13:26:10.999413+00
2192,2015-09-04 18:35:14.670946+00
2229,2015-09-05 15:16:24.95954+00
2237,2015-09-18 05:00:51.34122+00
2206,2015-09-08 16:05:20.588202+00
2209,2015-09-11 18:36:56.338271+00
2257,2015-09-10 13:00:39.090985+00
2272,2015-09-15 19:12:50.269272+00
2236,2015-09-18 05:01:11.498301+00
2201,2015-09-04 18:48:28.10887+00
2202,2015-09-11 18:57:35.052778+00
2235,2015-09-08 17:44:46.26991+00
2315,2015-09-10 13:41:07.988253+00
2329,2015-09-15 18:14:32.13269+00
1802,2015-09-08 14:05:27.971609+00
2233,2015-09-17 13:33:40.518693+00
2219,2015-09-12 19:22:21.013402+00
2273,2015-09-07 19:36:42.779394+00
2214,2015-09-10 20:19:33.001664+00
2270,2015-09-08 21:30:50.006664+00
2243,2015-09-07 02:08:46.390898+00
2255,2015-09-15 12:55:43.272973+00
2245,2015-09-07 04:33:38.631248+00
2244,2015-09-07 04:33:38.925905+00
2197,2015-09-04 18:55:50.64618+00
1938,2015-09-14 10:15:08.869407+00
2328,2015-09-17 14:39:33.445338+00
2247,2015-09-07 05:15:27.293583+00
2194,2015-09-10 19:05:55.43427+00
2326,2015-09-17 21:08:20.911769+00
2198,2015-09-04 18:57:35.446951+00
2196,2015-09-04 18:56:46.961603+00
2199,2015-09-04 18:56:50.63371+00
2195,2015-09-11 18:58:02.647933+00
2204,2015-09-10 19:00:04.413164+00
2281,2015-09-07 22:19:01.230199+00
2205,2015-09-11 18:34:08.836633+00
2208,2015-09-04 18:57:23.49665+00
2234,2015-09-11 18:53:39.007007+00
2207,2015-09-14 13:41:53.443932+00
2203,2015-09-10 19:03:45.791425+00
2248,2015-09-07 05:44:08.191012+00
2274,2015-09-11 16:29:17.252013+00
2211,2015-09-04 18:59:47.612616+00
2212,2015-09-04 19:54:26.909649+00
2224,2015-09-11 00:06:01.680437+00
2256,2015-09-16 22:30:24.459163+00
2216,2015-09-17 16:33:24.389207+00
2231,2015-09-16 13:27:20.581545+00
2250,2015-09-07 05:52:03.046195+00
2251,2015-09-07 08:21:04.033693+00
2276,2015-09-07 20:09:31.300558+00
2277,2015-09-07 20:57:53.651873+00
2191,2015-09-07 10:21:38.334265+00
2278,2015-09-07 21:23:15.152854+00
2252,2015-09-14 10:11:42.444234+00
2246,2015-09-13 22:55:34.563777+00
2280,2015-09-07 21:59:07.132347+00
2325,2015-09-11 19:51:34.314723+00
2215,2015-09-16 20:15:26.957674+00
1566,2015-09-14 10:18:22.004814+00
2254,2015-09-07 10:49:16.755896+00
1569,2015-09-14 10:12:58.58511+00
2260,2015-09-07 15:20:42.406976+00
2324,2015-09-09 22:25:34.411438+00
2239,2015-09-13 16:21:10.582599+00
2302,2015-09-17 17:05:02.040529+00
2175,2015-09-11 16:28:12.184533+00
2283,2015-09-08 00:35:23.587027+00
2287,2015-09-08 01:48:18.172616+00
2271,2015-09-15 14:21:47.283008+00
2290,2015-09-08 03:19:18.392823+00
2292,2015-09-15 07:51:46.614478+00
2293,2015-09-15 07:43:30.769264+00
2318,2015-09-17 18:47:57.388809+00
2023,2015-09-17 18:18:49.060153+00
2295,2015-09-08 09:06:46.683711+00
2183,2015-09-18 15:19:02.987883+00
2268,2015-09-15 17:47:21.4217+00
2177,2015-09-11 16:16:34.698636+00
2312,2015-09-08 13:28:57.008293+00
2303,2015-09-08 12:00:40.688649+00
2258,2015-09-16 02:08:31.428888+00
2306,2015-09-08 12:31:11.777857+00
2307,2015-09-08 12:38:17.555485+00
2288,2015-09-15 14:26:36.384044+00
2322,2015-09-15 18:18:06.530402+00
2259,2015-09-08 17:49:30.348834+00
2297,2015-09-11 11:04:50.584727+00
2220,2015-09-14 23:36:52.084677+00
2310,2015-09-17 01:16:32.518749+00
2317,2015-09-15 18:27:59.442254+00
2309,2015-09-08 18:16:54.316314+00
2308,2015-09-10 13:55:55.194754+00
2313,2015-09-15 18:20:33.361087+00
2284,2015-09-14 15:01:25.461069+00
2296,2015-09-15 08:09:09.654871+00
2210,2015-09-17 20:04:27.402526+00
2193,2015-09-04 18:29:51.3703+00
2304,2015-09-11 19:44:15.138894+00
2323,2015-09-08 13:27:25.012999+00
2190,2015-09-08 18:23:43.00197+00
2266,2015-09-16 18:15:07.876717+00
2285,2015-09-08 00:47:44.163503+00
2327,2015-09-08 14:06:38.268122+00
2330,2015-09-09 14:13:55.124994+00
2232,2015-09-08 14:09:54.281212+00
2222,2015-09-14 21:13:20.490469+00
2230,2015-09-08 14:10:46.611514+00
2265,2015-09-12 15:19:41.362879+00
2462,2015-09-17 02:04:24.64657+00
2337,2015-09-08 14:40:58.540243+00
2334,2015-09-15 14:20:04.001302+00
2366,2015-09-14 15:07:31.830375+00
2409,2015-09-10 18:55:41.53197+00
2340,2015-09-08 14:56:26.66677+00
2362,2015-09-16 12:13:48.306893+00
2452,2015-09-15 19:30:09.034702+00
2339,2015-09-08 15:01:54.850084+00
2343,2015-09-08 15:06:20.317211+00
2346,2015-09-08 15:12:36.016855+00
2348,2015-09-08 15:13:30.48183+00
2431,2015-09-08 21:04:53.83823+00
2349,2015-09-08 15:13:56.645673+00
2356,2015-09-15 19:36:05.74107+00
2394,2015-09-15 17:03:53.031855+00
2228,2015-09-05 14:52:58.443772+00
2468,2015-09-10 20:20:14.831894+00
2455,2015-09-14 18:31:30.18575+00
2354,2015-09-08 15:25:32.961775+00
2407,2015-09-09 12:57:49.582768+00
2415,2015-09-10 19:52:25.174426+00
2345,2015-09-15 01:48:33.542624+00
2373,2015-09-15 17:08:12.780388+00
2368,2015-09-08 16:04:24.093848+00
2363,2015-09-08 16:05:22.890557+00
1706,2015-09-11 16:43:37.231867+00
2355,2015-09-16 18:54:28.003782+00
2365,2015-09-08 16:18:35.67781+00
2460,2015-09-10 21:03:18.106348+00
2387,2015-09-16 14:45:34.945984+00
2432,2015-09-08 21:06:32.807593+00
2336,2015-09-15 12:23:06.033528+00
2395,2015-09-14 19:32:18.009292+00
2376,2015-09-08 16:30:12.257795+00
2364,2015-09-11 20:49:37.032045+00
2319,2015-09-17 13:18:44.284705+00
2392,2015-09-25 15:16:35.39586+00
2406,2015-09-11 11:07:43.640566+00
2344,2015-09-14 20:28:09.000612+00
2427,2015-09-15 17:47:43.978142+00
2359,2015-09-15 01:49:10.646079+00
2384,2015-09-08 17:28:45.58445+00
1748,2015-09-08 21:07:00.82813+00
2386,2015-09-08 17:31:31.578252+00
2391,2015-09-08 17:39:32.633309+00
2371,2015-09-12 09:35:24.277057+00
2396,2015-09-17 00:21:02.136342+00
1891,2015-09-16 20:31:19.539623+00
2261,2015-09-17 14:12:05.276867+00
2408,2015-09-08 19:03:34.647234+00
2433,2015-09-08 21:10:45.02649+00
2358,2015-09-18 15:58:28.237583+00
2414,2015-09-08 19:03:48.332358+00
2389,2015-09-08 17:53:14.746554+00
2445,2015-09-17 16:40:38.99884+00
2424,2015-09-13 19:31:01.945038+00
2410,2015-09-08 19:09:25.801513+00
2332,2015-09-08 18:02:48.862914+00
2400,2015-09-08 18:02:55.622203+00
2397,2015-09-08 18:03:53.799343+00
2398,2015-09-08 18:04:36.862648+00
2403,2015-09-08 18:05:41.374668+00
2382,2015-09-15 17:12:05.229256+00
1970,2015-09-08 14:42:23.920582+00
2126,2015-09-09 18:02:43.482022+00
2320,2015-09-15 18:17:16.916934+00
2412,2015-09-08 19:21:53.151731+00
2416,2015-09-08 19:23:51.096743+00
2411,2015-09-08 19:23:58.985685+00
2430,2015-09-08 21:13:39.549006+00
2428,2015-09-08 21:14:39.261671+00
2333,2015-09-15 14:24:14.327469+00
2374,2015-09-15 17:02:33.210049+00
2367,2015-09-16 01:03:00.510012+00
2381,2015-09-11 15:32:24.280817+00
2378,2015-09-15 02:36:50.458144+00
2436,2015-09-15 21:46:56.578135+00
2331,2015-09-08 19:36:53.452526+00
2401,2015-09-15 18:12:22.107418+00
2426,2015-09-14 17:39:43.972812+00
2422,2015-09-08 20:16:57.092045+00
2347,2015-09-14 19:31:07.945436+00
2342,2015-09-11 14:39:06.799083+00
2435,2015-09-08 21:54:09.865426+00
2434,2015-09-14 20:23:32.026157+00
2361,2015-09-23 15:52:57.468345+00
2017,2015-09-16 23:00:26.602507+00
2425,2015-09-08 20:26:00.957009+00
1424,2015-09-08 15:06:42.649089+00
2457,2015-09-09 20:11:07.880106+00
2449,2015-09-09 09:50:32.439188+00
2429,2015-09-17 14:14:59.863949+00
2404,2015-09-10 14:20:24.381129+00
2072,2015-09-18 18:35:30.535544+00
1810,2015-09-02 01:12:11.566881+00
2388,2015-09-09 17:33:03.776978+00
2439,2015-09-15 00:16:26.747424+00
2440,2015-09-09 00:08:38.347772+00
2450,2015-09-09 11:47:00.89435+00
2441,2015-09-09 00:47:06.609891+00
2437,2015-09-14 21:27:17.865479+00
2443,2015-09-09 00:56:30.372308+00
2444,2015-09-09 01:18:37.226555+00
2419,2015-09-15 13:51:26.269143+00
2423,2015-09-11 19:37:27.079386+00
2447,2015-09-09 02:26:16.228281+00
2453,2015-09-09 12:39:00.0798+00
2446,2015-09-11 19:37:15.123456+00
2454,2015-09-09 12:51:51.005273+00
2458,2015-09-09 14:25:59.05213+00
2138,2015-09-08 17:35:14.269585+00
2448,2015-09-17 15:44:51.036211+00
2352,2015-09-15 14:33:33.270121+00
1699,2015-09-15 11:38:54.498292+00
2405,2015-09-14 20:04:42.46449+00
2456,2015-09-14 15:09:47.772743+00
2357,2015-09-14 20:19:14.183013+00
2393,2015-09-17 15:17:15.556444+00
2459,2015-09-09 15:13:35.919415+00
1782,2015-09-15 18:12:54.162459+00
2402,2015-09-09 17:27:34.199316+00
2417,2015-09-15 19:39:40.845332+00
2353,2015-09-09 15:29:27.392057+00
2380,2015-09-16 15:02:32.651289+00
2463,2015-09-09 16:13:55.047861+00
2464,2015-09-09 16:24:43.796317+00
2465,2015-09-24 14:40:45.42121+00
1775,2015-09-09 14:57:45.985788+00
2253,2015-09-09 19:11:06.290986+00
2171,2015-09-17 15:45:03.404858+00
2385,2015-09-12 03:36:43.773849+00
2438,2015-09-16 14:48:34.100593+00
2421,2015-09-18 14:54:43.272141+00
2467,2015-09-09 19:08:04.867935+00
2127,2015-09-09 19:07:10.76121+00
2369,2015-09-15 16:09:22.1961+00
1933,2015-09-11 19:09:14.775415+00
2470,2015-09-09 19:13:30.87161+00
1751,2015-09-09 19:18:14.000121+00
2461,2015-09-09 15:45:29.733592+00
2535,2015-09-10 18:21:27.453913+00
2473,2015-09-09 19:42:51.232057+00
2471,2015-09-14 18:06:08.960954+00
2475,2015-09-09 19:50:27.862711+00
2536,2015-09-10 18:32:51.215382+00
2474,2015-09-14 20:21:36.001548+00
2225,2015-09-08 13:04:38.354998+00
2418,2015-09-11 19:51:40.356161+00
2583,2015-09-12 18:58:56.908894+00
2600,2015-09-14 19:19:31.321726+00
2481,2015-09-14 20:19:16.286135+00
2479,2015-09-14 20:23:58.443613+00
2451,2015-09-10 11:32:35.600247+00
2321,2015-09-15 18:18:54.712143+00
2420,2015-09-14 20:45:36.155298+00
2045,2015-09-09 20:26:00.720103+00
2240,2015-09-09 20:40:15.796282+00
2484,2015-09-09 22:04:39.723036+00
2485,2015-09-09 22:34:50.861373+00
2488,2015-09-16 16:43:15.074131+00
2489,2015-09-10 03:51:19.962559+00
2490,2015-09-14 05:03:30.039799+00
2491,2015-09-10 07:18:11.463839+00
2520,2015-09-14 16:07:09.215819+00
1865,2015-09-10 19:12:49.672166+00
2517,2015-09-16 15:58:19.210828+00
2495,2015-09-10 11:36:18.236475+00
2556,2015-09-11 11:10:44.241976+00
2497,2015-09-10 12:50:54.740563+00
1523,2015-09-10 12:56:32.53844+00
2499,2015-09-10 12:57:35.925233+00
2279,2015-09-10 12:58:32.324169+00
2502,2015-09-10 12:59:25.604258+00
2501,2015-09-10 12:59:38.982336+00
2477,2015-09-10 19:29:53.08557+00
2586,2015-09-15 08:52:00.314581+00
2241,2015-09-12 18:47:21.346278+00
2500,2015-09-10 13:07:52.729535+00
2563,2015-09-11 16:26:36.062262+00
2505,2015-09-14 13:12:52.55314+00
2503,2015-09-10 13:25:39.345257+00
2478,2015-09-10 19:30:28.949185+00
2506,2015-09-10 14:07:58.469311+00
2482,2015-09-18 01:57:20.833799+00
2507,2015-09-10 14:09:38.904974+00
2510,2015-09-10 14:10:06.857542+00
2567,2015-09-11 16:28:31.625023+00
2529,2015-09-10 17:42:37.663336+00
2140,2015-09-10 15:40:44.545639+00
2515,2015-09-16 15:50:04.728579+00
2539,2015-09-10 20:17:07.258164+00
2082,2015-09-11 18:16:16.773987+00
2487,2015-09-15 14:25:49.113651+00
2516,2015-09-10 16:12:54.350562+00
2372,2015-09-10 16:16:06.468401+00
2568,2015-09-11 16:28:33.589353+00
2518,2015-09-10 17:02:02.669657+00
2519,2015-09-10 17:17:32.983577+00
2565,2015-09-11 16:28:37.154439+00
2513,2015-09-10 17:20:29.498394+00
2512,2015-09-10 17:20:34.842585+00
2511,2015-09-10 17:21:18.391425+00
2031,2015-09-03 19:55:35.711725+00
2523,2015-09-10 17:22:23.881216+00
2522,2015-09-10 17:22:26.248089+00
2525,2015-09-10 17:26:47.169767+00
2521,2015-09-10 17:27:20.802247+00
2466,2015-09-10 17:28:19.290251+00
2524,2015-09-15 17:23:37.204785+00
2549,2015-09-22 14:03:12.189305+00
2541,2015-09-10 21:00:03.374191+00
2527,2015-09-10 17:46:26.560036+00
2591,2015-09-14 18:29:35.710628+00
2533,2015-09-10 18:10:01.420199+00
2534,2015-09-10 18:18:06.071149+00
2558,2015-09-11 13:34:10.172105+00
2542,2015-09-10 21:06:48.478328+00
2161,2015-09-11 18:31:52.716576+00
2543,2015-09-10 21:08:31.165723+00
2492,2015-09-14 17:29:38.070662+00
1952,2015-09-18 13:18:31.677355+00
2545,2015-09-17 20:42:55.996679+00
2585,2015-09-13 21:21:10.778822+00
2566,2015-09-11 16:30:27.208609+00
2544,2015-09-10 21:09:29.528603+00
2152,2015-09-10 21:09:48.943935+00
2579,2015-09-15 19:52:21.078817+00
2546,2015-09-10 21:10:41.530042+00
2377,2015-09-14 17:17:07.044436+00
2554,2015-09-15 09:17:30.823977+00
2548,2015-09-10 22:59:41.16947+00
2574,2015-09-11 18:54:36.403718+00
2569,2015-09-11 16:31:44.429622+00
2496,2015-09-11 00:17:57.458158+00
2551,2015-09-11 00:18:06.292879+00
2550,2015-09-11 00:18:40.022912+00
2526,2015-09-17 00:32:17.263322+00
2528,2015-09-15 01:16:02.093462+00
2532,2015-09-15 12:40:41.613547+00
2547,2015-09-11 01:04:10.605543+00
2514,2015-09-15 15:51:30.205117+00
2537,2015-09-14 16:09:37.146454+00
2570,2015-09-11 16:32:56.158417+00
2560,2015-09-11 15:09:14.979331+00
2559,2015-09-11 15:10:03.980816+00
2561,2015-09-11 15:26:44.112556+00
2562,2015-09-11 15:29:33.425247+00
2575,2015-09-14 19:42:58.653121+00
2483,2015-09-16 20:14:32.416888+00
2571,2015-09-11 16:36:53.475902+00
2564,2015-09-11 16:16:20.818109+00
2576,2015-09-11 19:19:27.264949+00
2390,2015-09-15 19:39:36.699841+00
2582,2015-09-12 18:58:28.901197+00
2584,2015-09-15 20:04:03.585045+00
1605,2015-09-11 16:39:23.45973+00
2099,2015-09-15 16:30:51.947983+00
2169,2015-09-11 16:49:37.477836+00
2494,2015-09-11 17:28:45.01203+00
1727,2015-09-12 02:28:54.734498+00
2577,2015-09-11 19:32:39.600135+00
2578,2015-09-17 16:59:52.314137+00
2238,2015-09-11 19:35:55.251427+00
2509,2015-09-15 13:46:15.497526+00
2581,2015-09-12 02:59:16.570397+00
1776,2015-09-10 17:20:55.398406+00
2531,2015-09-16 12:13:38.65006+00
2540,2015-09-14 17:23:24.76984+00
2573,2015-09-17 17:47:56.667941+00
2480,2015-09-09 19:59:36.456589+00
2552,2015-09-14 12:48:17.226436+00
2498,2015-09-13 16:32:18.565698+00
2504,2015-09-15 23:20:12.479303+00
2350,2015-09-15 15:00:06.026324+00
2590,2015-09-14 03:31:53.620163+00
2589,2015-09-14 03:34:15.13904+00
2592,2015-09-14 04:06:16.427931+00
2593,2015-09-14 04:16:01.063839+00
2594,2015-09-14 04:22:17.791942+00
2595,2015-09-14 04:32:30.919353+00
2596,2015-09-14 04:40:40.558231+00
2597,2015-09-14 04:47:08.736456+00
2598,2015-09-14 04:53:34.400119+00
2599,2015-09-14 05:09:44.759079+00
2601,2015-09-14 05:42:44.291302+00
2602,2015-09-14 05:48:41.416864+00
2603,2015-09-14 05:58:46.801665+00
2605,2015-09-14 07:07:10.075584+00
2606,2015-09-14 07:36:38.177481+00
2728,2015-09-16 14:45:48.679584+00
2756,2015-09-16 13:41:13.261685+00
2652,2015-09-14 20:33:56.801186+00
2611,2015-09-14 09:52:46.223708+00
2614,2015-09-14 10:10:09.655209+00
2615,2015-09-14 10:12:06.182306+00
2616,2015-09-14 10:14:03.093023+00
1901,2015-09-14 10:15:46.028402+00
1565,2015-09-11 01:42:29.565825+00
2617,2015-09-14 10:31:58.29042+00
2618,2015-09-14 10:34:36.823561+00
2619,2015-09-14 10:43:11.404203+00
2620,2015-09-14 11:10:16.626921+00
2629,2015-09-18 00:01:48.071377+00
2748,2015-09-17 16:36:13.607949+00
2623,2015-09-14 11:36:17.22777+00
2074,2015-09-14 11:39:16.244152+00
2759,2015-09-14 20:09:21.082246+00
2628,2015-09-14 11:49:53.868878+00
2604,2015-09-16 12:14:09.771339+00
2626,2015-09-16 15:32:03.238041+00
2636,2015-09-14 13:04:21.724043+00
2685,2015-09-14 13:27:02.175475+00
2634,2015-09-16 15:36:00.761197+00
2684,2015-09-14 13:27:06.072708+00
2744,2015-09-17 16:33:06.570906+00
2754,2015-09-14 16:12:49.983919+00
2633,2015-09-16 15:31:51.445454+00
2621,2015-09-17 12:26:57.16894+00
2640,2015-09-14 12:34:12.555705+00
2642,2015-09-14 12:38:49.123011+00
2703,2015-09-15 15:28:14.690567+00
2672,2015-09-16 12:31:17.657244+00
2648,2015-09-14 12:54:50.627318+00
2721,2015-09-15 14:53:34.16627+00
2655,2015-09-14 12:57:50.758457+00
2654,2015-09-14 12:58:17.033365+00
2656,2015-09-14 12:58:35.311964+00
2659,2015-09-14 12:58:40.554378+00
2612,2015-09-15 08:10:16.890605+00
2687,2015-09-15 13:28:36.227695+00
2681,2015-09-16 12:46:45.003175+00
2663,2015-09-14 13:05:57.50088+00
1722,2015-09-14 13:07:18.526723+00
2631,2015-09-14 13:08:45.603675+00
2729,2015-09-17 17:42:11.023893+00
2686,2015-09-17 14:10:51.682064+00
2689,2015-09-14 13:36:11.997039+00
2660,2015-09-16 12:59:02.638512+00
2667,2015-09-14 13:15:31.256903+00
2690,2015-09-14 13:37:23.430085+00
2722,2015-09-14 18:55:50.963702+00
2669,2015-09-14 13:17:42.581847+00
2682,2015-09-15 14:54:00.556835+00
2675,2015-09-17 12:16:37.735525+00
2735,2015-09-14 15:01:17.303399+00
2736,2015-09-14 15:02:48.104815+00
2755,2015-09-16 20:41:52.919852+00
2370,2015-09-18 16:02:21.079942+00
2726,2015-09-16 14:49:02.363257+00
2658,2015-09-15 13:59:09.235727+00
2661,2015-09-15 21:56:19.830612+00
2676,2015-09-14 13:22:43.601957+00
2673,2015-09-17 12:49:02.251948+00
2638,2015-09-14 15:03:08.32118+00
2670,2015-09-21 13:05:21.751478+00
2717,2015-09-16 16:44:16.21681+00
2679,2015-09-14 13:25:05.149057+00
2693,2015-09-15 13:34:11.571113+00
2639,2015-09-17 01:03:45.899658+00
2720,2015-09-14 14:49:21.487076+00
2680,2015-09-16 12:48:18.979508+00
2696,2015-09-17 19:02:36.971752+00
2694,2015-09-15 13:38:54.762165+00
2699,2015-09-14 13:52:09.334887+00
2697,2015-09-14 13:52:20.456217+00
2700,2015-09-14 13:53:18.67483+00
2624,2015-09-14 13:53:48.184201+00
2698,2015-09-14 13:53:54.062692+00
2678,2015-09-14 13:24:49.270284+00
2702,2015-09-15 13:36:42.122978+00
2691,2015-09-14 13:37:43.80293+00
2608,2015-09-14 08:48:39.734114+00
2739,2015-09-15 14:48:53.150894+00
2647,2015-09-15 13:32:10.829462+00
2706,2015-09-14 14:06:18.741481+00
2707,2015-09-14 14:09:19.582737+00
2718,2015-09-14 15:03:31.394769+00
2709,2015-09-14 14:18:44.501307+00
2674,2015-09-14 14:24:35.25021+00
2710,2015-09-15 14:59:59.683836+00
2711,2015-09-16 02:22:25.488395+00
2712,2015-09-14 14:26:59.306081+00
2632,2015-09-16 15:30:52.181674+00
2645,2015-09-15 08:12:29.359885+00
2607,2015-09-17 12:18:02.679207+00
2747,2015-09-14 15:52:11.285628+00
2734,2015-09-14 15:04:44.126949+00
2719,2015-09-14 14:52:48.047999+00
2723,2015-09-14 14:52:55.959342+00
2708,2015-09-14 19:04:09.443743+00
2757,2015-09-17 12:52:31.663804+00
2727,2015-09-17 16:11:55.798147+00
2730,2015-09-14 14:54:59.606426+00
2724,2015-09-14 14:55:03.158415+00
2749,2015-09-17 16:33:13.769342+00
2635,2015-09-15 00:09:06.936049+00
2760,2015-09-15 16:10:30.478843+00
2630,2015-09-24 03:17:31.786627+00
2671,2015-09-17 12:16:43.346819+00
2683,2015-09-14 14:57:17.242517+00
2725,2015-09-15 14:49:55.174247+00
2291,2015-09-15 15:02:33.719345+00
2713,2015-09-15 07:35:28.172962+00
2625,2015-09-17 13:16:48.933988+00
2741,2015-09-14 15:40:42.129507+00
2742,2015-09-14 15:42:59.974153+00
2751,2015-09-14 16:01:51.879596+00
2383,2015-09-18 17:20:21.159377+00
2732,2015-09-16 14:51:24.913116+00
2677,2015-09-16 12:56:46.848448+00
2637,2015-09-18 13:28:24.941926+00
2622,2015-09-17 12:16:37.936291+00
2746,2015-09-14 15:52:05.003871+00
2737,2015-09-16 14:53:13.121687+00
2716,2015-09-15 17:15:05.639377+00
2752,2015-09-14 16:07:14.656565+00
2286,2015-09-14 16:07:45.472842+00
2753,2015-09-14 16:10:17.765937+00
2750,2015-09-22 16:12:30.096619+00
2668,2015-09-15 19:35:30.89132+00
2646,2015-09-14 16:38:16.624748+00
2167,2015-09-14 16:42:40.1626+00
2650,2015-09-23 16:45:28.972271+00
2651,2015-09-17 02:28:03.076555+00
2758,2015-09-14 17:09:38.763962+00
2761,2015-09-14 16:50:14.697167+00
2762,2015-09-14 16:58:04.935564+00
2804,2015-09-14 18:18:00.948489+00
1614,2015-09-14 16:59:17.286494+00
2157,2015-09-14 17:06:03.444702+00
2857,2015-09-14 23:49:39.716942+00
2763,2015-09-14 17:22:19.703402+00
2830,2015-09-17 16:33:42.781141+00
2801,2015-09-15 07:41:42.505588+00
2771,2015-09-14 17:26:37.956984+00
2808,2015-09-14 18:21:04.283767+00
2785,2015-09-14 18:21:05.896311+00
2867,2015-09-14 19:34:47.074061+00
2812,2015-09-16 18:11:04.375584+00
2486,2015-09-15 14:30:04.31578+00
2809,2015-09-14 18:22:27.461591+00
2627,2015-09-22 18:16:37.380555+00
2855,2015-09-15 16:42:56.142823+00
2806,2015-09-15 12:28:41.392458+00
2883,2015-09-15 14:31:54.09235+00
2472,2015-09-14 21:31:02.179651+00
2810,2015-09-14 18:23:36.839125+00
2843,2015-09-14 19:21:43.092018+00
2820,2015-09-14 19:09:36.627849+00
2852,2015-09-14 19:15:06.056359+00
2831,2015-09-14 19:21:43.198926+00
2811,2015-09-15 07:43:31.389314+00
2885,2015-09-16 20:40:21.742218+00
2853,2015-09-14 19:15:11.356282+00
2877,2015-09-14 19:52:15.620774+00
2360,2015-09-14 18:26:37.810073+00
2846,2015-09-17 16:37:59.794678+00
2774,2015-09-16 17:28:04.613334+00
2580,2015-09-14 17:33:10.807659+00
2847,2015-09-17 16:45:37.700112+00
2895,2015-09-15 14:30:22.722009+00
