id,room_id,body,sender_id,sent_at,deleted
10968,3253,Please tell fun things about yourself!!  :),21294,2015-09-17 01:41:53.904783+00,f
10969,2814,I just turned 14 in July. When is your birthday?,18759,2015-09-17 01:46:35.546077+00,f
10970,3258,"Hi Yuki. What time is it in your country? What country are you from? I am looking forward to corresponding with you over the next six weeks. I am excited to learn more about your country. My name is Shane and I am in college in the United States, Texas to be exact. I am studying to be a teacher and one day be a principal. I already have one college degree in Culinary Arts and I am working on my second associates degree and my bachelors degree as well. Hope to hear from you soon Yuki. 
Have a good day!",23999,2015-09-17 01:46:47.629152+00,f
10971,3257,Hi,19338,2015-09-17 01:48:33.368547+00,f
10972,3260,Hey I'm Trinity and I live in Oklahoma. Where are you from?,22819,2015-09-17 01:52:23.016717+00,f
10973,3259,Hi! I can't wait to get to know you over the semester and learn more about you and what you do! For starters i'll tell you a little about myself: I am from American and live in Iowa. I have lived here for 5 years and it is a lot different from where I was from. I am 14 years old and I have one brother and one sister. (my brother is older and my sister is younger.) I like to read and write.,19338,2015-09-17 01:53:24.252217+00,f
10974,3257,This is what I sent to my other pen pal because I have 3 too:i! I can't wait to get to know you over the semester and learn more about you and what you do! For starters i'll tell you a little about myself: I am from American and live in Iowa. I have lived here for 5 years and it is a lot different from where I was from. I am 14 years old and I have one brother and one sister. (my brother is older and my sister is younger.) I like to read and write.,19338,2015-09-17 01:54:03.802745+00,f
10975,2086,Yes I do have snapchat! I´ve only ever been in the US but my favorite vacation I´ve been on was in South Caroline. It wasn´t as warm as I would have wanted it to be but it was still a lot of fun. I also enjoy trips to Florida! Those are a blast! What´s your favorite vacation you´ve been on?,19395,2015-09-17 02:03:35.086882+00,f
10976,2462,Hello. How are you?,20845,2015-09-17 02:04:24.635512+00,f
10977,2588,Basketball this my sport I like to do in school it fun do it.,19241,2015-09-17 02:10:11.168334+00,f
10978,1870,What up?,16950,2015-09-17 02:17:47.827761+00,f
10979,1719,Yes I have a pet a dog,16950,2015-09-17 02:18:32.161265+00,f
10980,3264,Hello my name is Roman where do you live?,24300,2015-09-17 02:22:19.368939+00,f
10981,3265,"Hi, how are you?",20774,2015-09-17 02:26:27.613252+00,f
10982,2651,"Hi Rachel! I'm Maryn.. I go to Cascia Hall School in Tulsa, Oklahoma. Where do you go to school and where do you live? I play volleyball, basketball, and tennis.. Do you play any sports and if so which ones? I love to read and write. What is your favorite subject? What language do you speak? I obviously speak English. 

Talk to you soon, 
Maryn",22396,2015-09-17 02:28:03.064435+00,f
10983,2588,Cool!,22168,2015-09-17 02:59:11.365595+00,f
10984,2588,What kind of music do you like?,22168,2015-09-17 02:59:25.817918+00,f
10985,3266,Hey Alex!,22812,2015-09-17 03:10:37.140956+00,f
10986,2588,country music,19241,2015-09-17 03:17:20.210366+00,f
10987,2588,What kind of music do you like?,19241,2015-09-17 03:17:42.801059+00,f
10988,2311,"Wow that's a lot of states haha, that's great.  I've been to the Dominican Republic for vacation, I actually went this summer.  I used to go there a lot when I was younger and now we just go every few years.  Whenever we go we stay with the part of our family that lives there.  I love going to the Dominican Republic.  What about you, where have you been on vacation?",19308,2015-09-17 03:26:12.170953+00,f
10989,3269,Heyy my name is brooklynne!!,22363,2015-09-17 03:38:39.310813+00,f
10990,3268,Hey kim,22363,2015-09-17 03:38:50.820382+00,f
10991,3269,Where are you from??😌,22363,2015-09-17 03:41:38.602179+00,f
10992,2083,Do you have a instagram lol if so follow @jasminnee.g and @Mikaela.marize  ill fb?,18539,2015-09-17 03:44:30.638837+00,f
10993,3230,Hey u might be at school right now but did u get my other message,24064,2015-09-17 03:55:53.958622+00,f
10994,3230,If not it said that for some reason on my tablet it wont load ur profile picture and i know brandon girls and boys so are u a boy or a girl,24064,2015-09-17 03:59:25.963909+00,f
10995,3229,And also are u a boy or a girl,24064,2015-09-17 04:00:11.334378+00,f
10996,2864,Hello! My name is Gavin it's nice to meet you,22885,2015-09-17 04:30:50.939447+00,f
10997,2864,I live in Portland Oregon In the United States. I hope we can become good friends! I'm in 7th grade I'm currently going to a school called HS2.,22885,2015-09-17 04:32:29.394307+00,f
10998,3230,I cant wait ro learn all about where u came from starting with what time is it over there over here its 9 33 pm,24064,2015-09-17 04:33:16.199623+00,f
10999,3229,I cant wait to learn all about where ur from,24064,2015-09-17 05:03:59.583687+00,f
11000,3230,Now its 10 36 pm. And i have to go to bed but plz write me back and ill  see it when i wake up plz ask me any questions bye,24064,2015-09-17 05:38:20.992077+00,f
11001,3229,I have to go to sleep but plz ask me questions and ill answer tbem when i wake plz answer mine of where u are from bye,24064,2015-09-17 05:39:29.25246+00,f
11002,3271,Hi,17202,2015-09-17 06:31:51.133152+00,f
11003,3251,Cool,24189,2015-09-17 07:38:02.901201+00,f
11004,3251,Where are you from?,24189,2015-09-17 07:38:13.822862+00,f
11005,3274,Hei!:),16389,2015-09-17 08:57:36.991233+00,f
11006,3235,hey how are you ?,21834,2015-09-17 09:40:05.404212+00,f
11007,3275,hello can you tell me about you,21834,2015-09-17 09:47:58.675442+00,f
11008,3235,"Ingrid, its me , Cindy. I can't believe its you",22486,2015-09-17 10:09:48.183347+00,f
11009,3276,"Hi, Ethan,it looks like your my penpal.",22486,2015-09-17 10:12:36.895761+00,f
11010,3235,Its a surprise,22486,2015-09-17 10:15:14.025504+00,f
11011,1275,Do you have a snapchat,16547,2015-09-17 11:40:07.767539+00,f
11012,2269,"hi,i live in manning sc. small town.it is cold in the winter not that cold but cold..and i cheer",21398,2015-09-17 11:53:19.949166+00,f
11013,1546,Yep,17454,2015-09-17 11:55:00.58549+00,f
11014,2269,im 13,21398,2015-09-17 11:57:34.086044+00,f
11015,2675,"No, I'm from North Carolina. Lol. How about you?",21880,2015-09-17 12:08:52.191402+00,f
11016,1275,Yes i have Snapchat did you're mom allow you to have snapchat?,16382,2015-09-17 12:11:45.299098+00,f
11017,2607,Im in 7 th grade  i am 13 year's old and my favorite animal is a dog,16381,2015-09-17 12:12:46.552616+00,f
11018,1334,That doesn't sound good?,16382,2015-09-17 12:14:17.463101+00,f
11020,1311,Pizza do you have A Snapchat?,16392,2015-09-17 12:14:43.431964+00,f
11021,2629,"Hi! Cool! I live in Denmark. I have 2 brother, 1 dog and many cats. I'm  also in 7th grade and I'm 13 years old. I do rhythmic gymnastics in I play soccer in my school. 😄",16378,2015-09-17 12:14:54.715076+00,f
11022,1769,I am 13. How old are you?,17585,2015-09-17 12:15:53.646357+00,f
11023,1712,A small town called Manning.,17589,2015-09-17 12:16:08.683195+00,f
11024,2805,do u know morgan,21879,2015-09-17 12:16:27.965348+00,f
11025,1712,Why is it poisonous?,17589,2015-09-17 12:16:34.724211+00,f
11026,2675,Do you know Jace G?,21880,2015-09-17 12:16:37.720952+00,f
11027,2622,"Hello my name is Gabby, I am from the U.S.A. I live in South Carolina in the town of manning.Your name is beautiful!",18562,2015-09-17 12:16:37.921782+00,f
11028,2662,I go to sun valley middle school in north carolina,21884,2015-09-17 12:16:42.128888+00,f
11029,3284,Hi,23817,2015-09-17 12:16:42.612282+00,f
11030,2671,Im from New York but live in North Carolina. What about you?,21874,2015-09-17 12:16:43.33392+00,f
11031,1740,"Hello, how are you?",17592,2015-09-17 12:16:43.603105+00,f
11032,3282,You're from Sweden then?,22284,2015-09-17 12:16:44.034663+00,f
11033,3281,Hey,23817,2015-09-17 12:16:47.709749+00,f
11034,3285,"Nice. I have to agree, us Americans do in fact eat junk food.",22284,2015-09-17 12:17:40.693754+00,f
11035,2607,Do you have snapchat?,16381,2015-09-17 12:17:52.752318+00,f
11036,2607,😄😌,16381,2015-09-17 12:18:02.666346+00,f
11037,1767,"Yes Ryan, I love school!  I'm in the 8th grade. What grade are you in?",17583,2015-09-17 12:18:32.285847+00,f
11038,1275,"If you make a snapchat my name in there is ""colapige""  You can just write your name in here so I can accept you if you've got it?",16382,2015-09-17 12:18:58.499362+00,f
11039,3286,hello,18042,2015-09-17 12:20:44.951545+00,f
11040,3287,How's it going man?,18043,2015-09-17 12:22:04.586456+00,f
11041,1749,where are you from?,17580,2015-09-17 12:22:28.601817+00,f
11042,1626,"I'm from South Carolina and no, I don't have an xbox 360.
Where are you from?",17588,2015-09-17 12:22:53.372551+00,f
11043,3155,My name is Quamaine from South Carolina and I hope so too,22283,2015-09-17 12:23:05.834489+00,f
11044,1656,"To answer your first question, there isn't a lot to do where I live, but I don't really do a lot anyways other than hang with my friends and listen to music. To answer your second question, I eat a variety of things like seafood, soul food, chinese and etc. What about you?",17733,2015-09-17 12:23:09.001694+00,f
11045,3290,Hi!,22987,2015-09-17 12:24:19.210612+00,f
11046,3291,Hi!,22987,2015-09-17 12:24:55.912079+00,f
11047,3288,"Hi, my names Jessica and I'm in the 8th grade.",17593,2015-09-17 12:25:22.944349+00,f
11048,3290,;),22987,2015-09-17 12:25:24.051323+00,f
11049,3289,"Hello my name is Gabby, I live in South Carolina. Where do you live?",18562,2015-09-17 12:25:25.584012+00,f
11050,1880,"Okay Hi, Alex how are you doing?",17732,2015-09-17 12:25:28.42521+00,f
11051,1568,for breakfast I like pop tarts for lunch I like corndogs for dinner I like to eat sausage i'm from pa where are you from,15441,2015-09-17 12:26:50.389199+00,f
11052,2621,Hey Gabriela my names Jessica and I'm in the 8th grade.,17593,2015-09-17 12:26:57.156388+00,f
11053,2156,I live in Arkansas you?,18110,2015-09-17 12:28:12.49245+00,f
11054,2156,oh and sorry this reply was so late i just don't check this often,18110,2015-09-17 12:28:40.617768+00,f
11055,3279,"Hi Angel. I live in Denmark. I'm in 7th grade and I'm 13 years old. I have 2 brothers, 1 dog and many cats. I do rhythmic gymnastics and I play a little football.",16378,2015-09-17 12:28:53.405696+00,f
11056,3292,hello,18042,2015-09-17 12:32:45.14122+00,f
11057,3293,Hello!,17379,2015-09-17 12:34:41.865883+00,f
11058,2714,SAME OMG. ikr,17375,2015-09-17 12:34:43.411784+00,f
11059,2991,And where are you from??,23742,2015-09-17 12:37:30.834032+00,f
11060,3294,hii! im izzy im 14 and i live in australia,24197,2015-09-17 12:42:06.405829+00,f
11061,1466,What are you laughing,17400,2015-09-17 12:42:33.532029+00,f
11062,3295,How are you😎,24486,2015-09-17 12:43:02.463922+00,f
11064,1467,I like to play the game but i am not wathing it very mutch,17400,2015-09-17 12:44:10.537986+00,f
11065,3235,yay,21834,2015-09-17 12:44:35.850794+00,f
11066,3298,how you doing😁,24486,2015-09-17 12:46:51.738281+00,f
11069,3302,Hello my name is laylah,24491,2015-09-17 12:47:50.024991+00,f
11071,3302,How old are you,24491,2015-09-17 12:48:21.992261+00,f
11072,3296,"What's your culture, how old are you",24716,2015-09-17 12:48:30.957399+00,f
11073,2673,"Currently I have my world history students participating in this exchange.  They are typically 9th grade students.  However, I also teach the following electives for social studies, Global Awareness and Remember the Holocaust which is open to 9 - 12th graders.  That's awesome, you're coaching swimming.  Once you get going, it's pretty simple to coach.  I've been coaching swimming since my summer high school job days 15 years ago.  I love it!  If I can be of any assistance, please let me know.",1993,2015-09-17 12:49:02.240048+00,f
11074,2744,Hi I am from North Carolina.I am nine years old.Where are you from?,22530,2015-09-17 12:49:42.533198+00,f
11075,3303,Hi my name is layleiona what state were you born in I'm from Coumbus,24703,2015-09-17 12:50:02.672147+00,f
11076,3158,"Hey,Iasbelle",22528,2015-09-17 12:50:06.966229+00,f
8652,2421,plies answer!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,21227,2015-09-11 13:09:46.652+00,t
11077,3021,I am a boy.,22525,2015-09-17 12:51:46.284546+00,f
11078,2757,"Hi, Natalya. I'm Ramsey. Where do you live?",22342,2015-09-17 12:52:31.652274+00,f
11080,3304,hey,19167,2015-09-17 13:04:13.014674+00,f
11081,3305,Hi keishe my name is layleiona What school do you go to,24703,2015-09-17 13:04:43.195905+00,f
11082,2662,"Cool, I've never been to North Carolina how is it there, like warm, cold? It's kind of coldish here but it's not terrible bad, it warms up around the middle of the day.",22869,2015-09-17 13:09:52.409485+00,f
11083,1334,No so tell me some stuff about you,16445,2015-09-17 13:11:48.205816+00,f
11084,3185,"Hi! My name is Katya Maltseva. I live in Kemerovo region. I like to do is dance, make a dolls, swimming and listen to music too. What kind of music do you listen? Some of my favorite foods chocolate, meat dumplings and potato. My favorite lesson in school is technology for girl. We are divided into groups and learn to cook and sew on a machine. It is very interesting! What's your favorite lesson? How many you already make robots?",21769,2015-09-17 13:15:58.394557+00,f
11070,3298,what is your culture,24486,2015-09-17 12:47:52.705+00,t
11067,3298,are you Spanish,24486,2015-09-17 12:47:13.993+00,t
11068,3298,are you Japanese or Asian,24486,2015-09-17 12:47:41.405+00,t
11063,3296,Hii,24716,2015-09-17 12:43:40.278+00,t
11141,2686,"My name is Kellen, my favorite food is mac and cheese and I live and Dewitt.",22623,2015-09-17 14:10:51.665003+00,f
11142,2429,what state you live in,20791,2015-09-17 14:10:54.230942+00,f
11193,3333,"I am from Iowa. I love playing sports, hanging out with friends, snowboarding, and babysitting.",19202,2015-09-17 15:15:23.377343+00,f
11085,2625,"Hello, Peter. I am also from the United States, and I'm curious as to how your city or town is different from mine. My town is pretty small; only about 700 students attend my high school. Despite the size, there is a lot of diversity in our community. We have many families with heritage in Central and South America, as well as the Middle East. I myself have heritage in Mexico, and speak Spanish fluently. We're surrounded by other small towns where the largest township is approximately 40 minutes away. To get around, most everyone uses a car. Otherwise, they walk or bike if it's not too far of a distance. There is no city busing system. What is your town like?",19136,2015-09-17 13:16:48.92113+00,f
11086,3308,"Hi, were do you live?",19400,2015-09-17 13:16:52.773431+00,f
11087,3309,"Hi, were do you live?",19400,2015-09-17 13:17:15.709347+00,f
11088,2319,That sounds cool! I do travel to visit family along the East Coast and for holidays. Are you reading the articles?,19205,2015-09-17 13:18:44.272493+00,f
11089,1809,"Hi, Cynthia! Hope the past few weeks have been good for you. You say that you are from America, so I assumed that you meant the United States. Can you tell me a little about your town or city? The USA is a very diverse country, with people with many different backgrounds and histories. I'm sure that you're experiences have been different from mine, and I look forward to learning about them. Till next time, 

-Anabelle",19136,2015-09-17 13:19:14.97761+00,f
11090,3311,hi Alexander,22794,2015-09-17 13:26:37.289863+00,f
11091,3312,Hey! How are you?,16522,2015-09-17 13:28:47.970045+00,f
11092,2311,"I have been to florida 2 times, Arizona once, but I'm going again this May for my cousins graduation. This summer I went to Rainy Lake, Minnesota, which is like .5 miles from Canada. It was sooo beautiful up there. I'm also planning a trip to California this summer to see my Aunt. I went on vacation to vermont a few years back to see my family that lives there. It was alot of fun. Where do you want to live when your older?",19207,2015-09-17 13:30:45.457028+00,f
11093,3313,Hi.,22788,2015-09-17 13:32:38.253529+00,f
11094,2233,cool,19506,2015-09-17 13:33:40.504577+00,f
11095,2305,Hello Benson. I live in North Carolina. I'm in 11th grade. I go to Jordan Matthews High School. I'm 15 about to be 16. How old are you?,19137,2015-09-17 13:34:11.200903+00,f
11097,1334,"Uhm I take the bus up to 4 times a day. I'm totally addicted to my phone. I love McDonalds 
and I love 

Evan peters, Leonardo Dicaprio, Ed westwick and 5sos. 
I play soccer in a town 10 min from where I live.
I go to a private school and I have 4 sisters and 2 cats :)",16382,2015-09-17 13:34:58.506492+00,f
11098,1334,Do you have snapchat if you have we could snap :),16382,2015-09-17 13:36:50.098515+00,f
11099,1797,"no, ten years old",18652,2015-09-17 13:37:25.113492+00,f
11100,3298,Hello my name is Reshod and it is very nice to meet you ✋✋✋✋✋,24486,2015-09-17 13:39:49.73513+00,f
11101,3295,Hello my name is Reshod and nice to Meet you ✋✋✋✋,24486,2015-09-17 13:41:37.341316+00,f
11102,3315,"Hey penpal! My name is Natalia and I live in Mexico. I would like to know more about you.... Like your age, were do you live, how does your country works, etc 
Byeee!",19598,2015-09-17 13:42:31.358961+00,f
11103,2868,"Hi it's hailey write
back soon",22587,2015-09-17 13:43:23.08687+00,f
11104,3316,"Hey penpal! My name is Natalia and I live in Mexico. I would like to know more about you.... Like your age, were do you live, how does your country works, etc Byeee!",19598,2015-09-17 13:44:13.876775+00,f
11105,3317,Hi Rinah! I am excited to get to know you this semester. Where do you live?,19202,2015-09-17 13:47:27.331413+00,f
11096,3314,Hey,24716,2015-09-17 13:34:23.502+00,t
11106,2047,"I'm from Dallas,Texas and it is very city like :|",19425,2015-09-17 13:52:31.393809+00,f
11107,2047,I wonder what we are going to do first,19425,2015-09-17 13:53:19.498096+00,f
11108,1806,"We are having problems with all of my students assignments showing up... last week, everyone had theirs and now I am missing one and this week several of my students assignments haven't even popped up? Have you ever experienced this?",17978,2015-09-17 13:54:35.869412+00,f
11109,3241,Oops! sorry just noticed that I  spelled your name wrong! Im going to have to work on that!,22598,2015-09-17 13:55:19.413856+00,f
11110,3319,Hi,24398,2015-09-17 13:55:23.022385+00,f
11111,3318,no thanks i dont watch krean  drams,22600,2015-09-17 13:55:39.645114+00,f
11112,3320,cool i like doing that to,22614,2015-09-17 13:55:51.220648+00,f
11113,3321,"sup
you a guy?",22595,2015-09-17 13:56:37.29472+00,f
11114,2987,Hi Audrey.  How are u (even though i dont know u AT ALL lol),23193,2015-09-17 13:56:49.983871+00,f
11115,3245,Hi Braden im shayden! Im so glad you wrote to me :]  You should have seen my reaction to seeing your comment was wonderful!!! i would LOVE to get to know you more and know where your from.,22602,2015-09-17 13:57:39.455594+00,f
11116,3323,"Hi! Mikenna! Where are you from? I am Tamara López, it is my first time in pen pal, I am so excited! I am from Mexico and I am 16 years old, almost 17 on November. How old are you?",24597,2015-09-17 13:58:49.825251+00,f
11118,3324,Hi Adriana what are your hobbies,22607,2015-09-17 13:59:17.264678+00,f
11119,3325,what country,22606,2015-09-17 13:59:34.300921+00,f
11120,3324,?????,22607,2015-09-17 13:59:55.12057+00,f
11122,3322,Hi Nicholas! My name's Lincoln I'm so glad you wrote to me! I'm so exited that you're my Pen Pal! Can't wait to talk ☻,22603,2015-09-17 14:00:13.770675+00,f
11123,3208,how old are you,22601,2015-09-17 14:00:54.131378+00,f
11124,3208,im 13 years old,18541,2015-09-17 14:01:25.439948+00,f
11117,2987,What are your hobbies and likes???????????????!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!???????????????????????????????!,23193,2015-09-17 13:58:53.856+00,t
11121,2987,Just so u know im really weird sometimes.,23193,2015-09-17 13:59:58.243+00,t
11126,3318,are a girl or  a boy and how old are you and are you Mexican or Canadian or europe  or Korean,22600,2015-09-17 14:01:42.697323+00,f
11127,3324,how many people are in your family?,22607,2015-09-17 14:01:54.539948+00,f
11128,3318,answer me,22600,2015-09-17 14:02:14.704481+00,f
11129,3328,Hi Daniela!,22813,2015-09-17 14:04:07.681433+00,f
11130,2714,I am writing a book,22316,2015-09-17 14:04:57.275143+00,f
11131,3330,Hi Georgina :) Where are you from?,19229,2015-09-17 14:05:40.354746+00,f
11132,3332,Hello Pol P :) Where are you from?,19229,2015-09-17 14:05:59.887374+00,f
11133,3331,what country do you live in,22610,2015-09-17 14:06:24.134048+00,f
11134,3333,Hello I am from Arizona. I love to go mountain biking and snow skiing. I hope that I can learn a little more about where you are from.,19227,2015-09-17 14:07:03.464232+00,f
11135,3334,hi,23192,2015-09-17 14:07:10.28669+00,f
11136,2688,"Hey Sophie,I LOVE LOVE LOVE to play soccer too.I have a younger brother named Jace,he can be a brat sometimes.Where are u from?I am also 10 and in 6th grade",22605,2015-09-17 14:07:38.01237+00,f
11137,3334,how are you,23192,2015-09-17 14:07:43.357216+00,f
11138,3208,do you like football,22601,2015-09-17 14:09:27.741423+00,f
11139,3324,wasup,22607,2015-09-17 14:09:30.836644+00,f
11140,3334,talk to me!!!!!!!!!!,23192,2015-09-17 14:09:51.448746+00,f
11125,3325,i'm from USA,22606,2015-09-17 14:01:41.93+00,t
11145,3304,"Hey, it's about time! I haven't had a pen pal, well I did she just didn't reply. So I'm Spencer, I do football, baseball, track, and wrestling. Let me know more about you Trinity.",19328,2015-09-17 14:11:32.169181+00,f
11146,2261,Seriously! Are you there?,19409,2015-09-17 14:12:05.258124+00,f
11147,2429,I like to fun on rolling skateing,20791,2015-09-17 14:13:23.533508+00,f
11148,3337,"hi
whats your favorite food mine is cheese its",22635,2015-09-17 14:14:48.684076+00,f
11149,2429,Do you like to play football?,20791,2015-09-17 14:14:59.850956+00,f
11150,3334,my hobbies is video games,23192,2015-09-17 14:15:24.170195+00,f
11151,3208,what is your favorite sport,22601,2015-09-17 14:15:26.30685+00,f
11152,3335,what is your favorite food,22613,2015-09-17 14:15:29.005471+00,f
11153,3334,o,23192,2015-09-17 14:15:29.583114+00,f
11154,2696,what are your hobbys?,22620,2015-09-17 14:15:31.946689+00,f
11155,3324,hello,22607,2015-09-17 14:15:59.915132+00,f
11156,3331,hi am charlie i enjoy playing baseball and basketball what do you like to do,22610,2015-09-17 14:17:06.529466+00,f
11157,3336,"hi i'm Jane i love to play sports i play soccer, basketball,and softball what do you like to do",22639,2015-09-17 14:17:40.974312+00,f
11158,2688,i turn 11 in 5 days,22605,2015-09-17 14:17:48.648991+00,f
11159,3322,"My hobbies are playing basketball, drawing, photography and Netflix.",22603,2015-09-17 14:18:18.637206+00,f
11161,3242,Hi,23881,2015-09-17 14:21:41.84+00,t
11160,3345,hi,23923,2015-09-17 14:21:38.517+00,t
11162,3345,I thank we will have fun,23923,2015-09-17 14:23:03.506+00,t
11163,3051,hello,22757,2015-09-17 14:26:37.487922+00,f
10257,3051,I think your dog is cool,22757,2015-09-15 17:02:50.359+00,t
11164,3242,Hi were are you from?,23881,2015-09-17 14:27:52.93954+00,f
11165,3343,"Hello my name is Brooklyn how many siblings do you have? how many languages do you speak? and what school do you go to. I'm Brooklyn and I go to Eisenhower. I'm an older
 sister to  my little sister.",22910,2015-09-17 14:29:08.997942+00,f
11166,3327,hey hailie! im happy that you're my penpal. i wanted to know where are you from?,23863,2015-09-17 14:29:15.721353+00,f
11167,3342,Hi my name is Michaela! I have some questions for you! How old are you? i'm 10 and what school do you go to? I go to Eisenhower. Last one how many sibling do you have? I'm an only child! I was born in Beijing but i don't  speak Chines .,22926,2015-09-17 14:29:40.572702+00,f
11168,3346,Hello,22984,2015-09-17 14:31:19.09925+00,f
11169,3338,"Hi! Glad to hear from you.  I like to swim in a big pool likes yours but our swimming pool is  too small.  I love to eat pizza , it is my favorite food.  Do you like to read ""Monster High"" and ""My little pony"" book?  From : Natalie",21820,2015-09-17 14:31:52.697245+00,f
11170,2701,Where are you live?,22984,2015-09-17 14:32:11.411295+00,f
11171,3326,Hi I am Ashlee! I live in Wellington Kansas . Where do you live. Do you have any brother or sisters I have two they are both girls and they are 12 and 15 .I am 10 I am the youngest I have five family members  and one dog I did have two but it past away. 2 weeks a go.,23865,2015-09-17 14:32:46.901626+00,f
11172,3339,Hello! I am so excited and nervous. Are you? What are your favorite things to do in Sacramento? What is your favorite sport? Mine is Baseball. Do you ever like going to the beach? I don't really ever get to go to the beach because I live in Kansas. Have you ever gone to a different country? I am really excited to have you as a penpal! Do you have any pets? I have three dogs. Two are very little and one is a yellow lab. I love them!,22492,2015-09-17 14:33:47.410439+00,f
11173,3340,Hi I am so glad to have you as my pen pal.Where do you live?What is your favorite thing to do?My favorite thing to do is probably going to the lake here in Wellington and hanging out with my friends.What is your favorite sport ?Mine is basketball.How old are you?I am 10. I turn 11 in January.I wish I could meet you in person.How big is your classroom in school.Mine is pretty good size.Have you ever gone to a different country?I never have.How many kids do you have in your class? I have 23.,23860,2015-09-17 14:34:06.639202+00,f
11174,3306,"Hi I am so glad to have you as a pen pal. Where do you live? I live in the USA. What is your favorite sport, mine is swimming. I'm 10 years old. How old are you? I love to play outside. Do you? How many people do you have in your class. I have 23. Do you speak any different languages?",23849,2015-09-17 14:34:32.680772+00,f
11175,3345,"Hi, were are you from? do you want to be friends?",23923,2015-09-17 14:35:10.674524+00,f
11176,3348,Hi my name is Michaela and i was born in China and was adopted to go here! But i don't speak Mandarin. I also have some questions for you! What school do you go to? I go to Eisenhower. Do you have any pets? I have three!,22926,2015-09-17 14:35:47.2714+00,f
11177,3347,Hi my name is Brooklyn and I go to Eisenhower. I am a older sister. I live in Wellington Kansas What is your favorite food? whats your favorite animal? how many languages do you speak?,22910,2015-09-17 14:36:09.124981+00,f
11178,3344,Hi my name is jasmine and i live in wellington Kansas. Do you have a sibling? What is your favorite food? What your favorite animal? What language do you speak and were are you from?,23853,2015-09-17 14:39:04.517275+00,f
11179,3341,Hi my name is jasmine and i live in wellington Kansas. Do you have a sibling? What is your favorite food? What your favorite animal? What language do you speak and were are you from?,23853,2015-09-17 14:39:23.166866+00,f
7576,2328,"Hey Flavio! My names Emerson. I am 14 years old and I live in Spirit Lake, Iowa. I can't wait to get to know more about you.",19223,2015-09-08 14:11:10.177+00,t
11180,3264,Hello what do You like to do?,24300,2015-09-17 14:39:43.335521+00,f
11181,3350,Hello my name is Danielle! Its so nice to meet you too!,24308,2015-09-17 14:40:50.666082+00,f
11182,2341,"Well my name is Fredrionnia, Im from Sumter SC . Im in 8th grade and the people in my class that does not have mac books they use iPads too. What grade are you in?",17849,2015-09-17 14:41:10.301371+00,f
11183,3354,Hi ✌🏻️,16314,2015-09-17 14:50:11.547348+00,f
11184,3352,were are you from?,24600,2015-09-17 14:50:21.786+00,t
11185,3167,HI! I'm from Indiana. My Xbox name is LilyPanda917. :),21951,2015-09-17 14:52:49.821351+00,f
11186,3355,where do you live,22824,2015-09-17 14:52:55.260679+00,f
11187,2183,Where do you live?,20737,2015-09-17 14:53:02.62454+00,f
11188,3357,"Hello,My name is Cindy and you ?",23972,2015-09-17 14:54:07.877526+00,f
11189,3359,Hi! My name is Grady and i am 13 years old. How old are you? And are you from the United States Of America?,22814,2015-09-17 15:01:18.763236+00,f
11190,2729,"Hi my name is Annie. I am 14 years old. I am a freshman in High School. I live in a small town in Iowa. I have a sister, dog, and cat. My favorite thing to do is boat in the summertime because where I live we have a lake with an amusement park!
Oh yeah I forgot to tell you the sports i'm in. I am in volleyball, basketball, soccer, dance, gymnastics, and dance team at my high school! I also am involved in key club here which is a club that helps people:)",19406,2015-09-17 15:01:32.400004+00,f
11191,3329,Oh hey Nate,19223,2015-09-17 15:05:57.217914+00,f
11192,3349,"Hi Manel, my name is Emerson. I am 14 years old and I live in Spirit Lake, Ia. Where are you from?",19223,2015-09-17 15:06:39.561791+00,f
11194,2530,Hey,19243,2015-09-17 15:15:49.44108+00,f
11196,2393,"I love to sing and Oil paint in my free time. I don't play any sports I do Concert Choir instead of sports. I would like to try the Academic Decathlon in my school this year. Iowa is what I would call kinda interesting to people outside the state. In the area I live in we have a lot of pretty lakes, labs,and camps. My friends and I like to do quite a few different things together. I don't travel much so I have never been to Ohio before. What is it like?",19411,2015-09-17 15:17:15.538154+00,f
11197,3247,¿Te conozco?,16418,2015-09-17 15:17:43.445852+00,f
11198,1711,Are you a boy?,17455,2015-09-17 15:18:57.811061+00,f
11199,3361,"heey
where are you from?",24034,2015-09-17 15:19:52.342127+00,f
11200,3247,No se cuate,19243,2015-09-17 15:21:44.126373+00,f
11201,3247,¿Me conoces?,19243,2015-09-17 15:22:05.758593+00,f
11202,3364,"Hannah I am a middle school Social Studies teacher living in Denver, CO. I have 11 students. We would love to be pals with you!",18502,2015-09-17 15:27:15.698909+00,f
11203,3363,Hi Rayen I am from United States and I think it's cool that you from Sweden.,17456,2015-09-17 15:27:27.059007+00,f
11204,2134,"Hi Courtney,
How are are you?
I am in the 8th Grade.I attend Manning Junior High School.Our school colors are black and gold. We are known as the Manning Monarchs,the undefeated football team.-_-
Sadly, this is my last year at MJHS. Next year I will be attending Maning High School.
By the way my favorite food is lasagna and fried chicken.What is your favorite food?What grade are you in?What are your school colors?What school do you attend?What do you like most about your school?",20752,2015-09-17 15:28:19.932288+00,f
11205,3247,✔✔Seen 10:28,16418,2015-09-17 15:28:47.215359+00,f
