id,name,code,teacher_id,description,course_id,skill,country,state,target_start_date,points
7294,5th Grade Gentlemen,ql2by8,106889,"",11,Beginner,United States,NC,2016-10-24,0
7295,Kamunde's Klass,ft62vx,107456,"",14,Beginner,United States,CA,2016-10-24,0
7297,warriors5,1i25ki,96722,"",15,Intermediate,United States,OH,2016-10-10,0
7282,10-C,27dahh,107112,"",11,Intermediate,Turkey,Kırklareli,2016-10-24,0
7299,Blank,e13hhp,107796,"",20,Beginner,United States,AZ,2016-10-24,0
7300,Blank,vab3l1,107796,"",20,Beginner,United States,AZ,2016-10-24,0
7301,Mrs. Chew's Third Grade Class,zg958z,106714,"",20,Beginner,United States,TX,2016-10-24,0
7302,FebusFourth,7mo239,107844,"",11,Beginner,United States,IL,2016-10-24,0
7303,Awesome 9/E,n0t367,107299,"",11,Beginner,Turkey,İzmir,2016-10-24,0
7304,PEK,dw5t0x,107859,"",11,Beginner,Turkey,Ankara,2016-10-24,0
7305,Montilla's 5th Grade Class,fbujhk,64403,"",12,Beginner,United States,NC,2016-10-24,0
7306,Park Day 6th Grade,4tuymx,82260,"",11,Beginner,United States,CA,2016-10-24,0
7307,Mrs. Gassen's World Explorers,c5h0xj,108023,"",11,Beginner,United States,MO,2016-10-24,0
7308,marmaris,9qllf5,107128,"",11,Beginner,Turkey,Muğla Province,2016-10-24,0
7310,English/Social Studies Grade 8R,i40ot7,107940,"",11,Advanced,Canada,AB,2016-10-24,0
7311,1st Period Biology,u2col0,68678,"",20,Intermediate,United States,TX,2016-10-24,0
7312,tuna sağlıkçılar,ziq4k1,108081,"",11,Beginner,Turkey,İstanbul,2016-10-24,0
7313,2nd Period Biology,d6c8yl,68678,"",20,Intermediate,United States,TX,2016-10-24,0
7314,3rd Period Technology,cc8m5l,68678,"",11,Intermediate,United States,TX,2016-10-24,0
7315,English/Social Grade 8L,6zfso2,107940,"",11,Advanced,Canada,AB,2016-10-24,0
7330,Walcott 5th grade,dxl8wj,97925,"",11,Beginner,United States,IA,2016-10-24,0
7317,Sarnecki 7M,barclo,108099,"",15,Intermediate,Canada,AB,2016-11-07,0
7318,NJHS World Explorers,yid1n4,60502,"",11,Intermediate,United States,AZ,2016-10-24,0
7319,8892 Multi-Level 2 ESL,3qls5u,108105,"",11,Advanced,United States,CA,2016-10-24,0
7320,4d,fbugif,107044,"",15,Beginner,Netherlands,NB,2016-10-24,0
7321,4b,fbecrm,107044,"",15,Beginner,Netherlands,NB,2016-10-24,0
7322,Fearless Four CSNS,pn4rh1,108153,"",11,Beginner,New Zealand,Manawatu-Wanganui,2016-10-24,0
7323,M4B,h263t3,107858,"",15,Intermediate,Netherlands,ZH,2016-11-21,0
7324,Ms. Buse,6uuczp,108163,"",20,Beginner,Turkey,İstanbul,2016-10-24,0
7325,3e,x8y0i1,108175,"",15,Intermediate,France,Île-de-France,2016-11-07,0
7316,Sarnecki 7Sa,r3dibe,108099,"",15,Intermediate,Canada,AB,2016-11-07,0
7327,Artisans,rzww64,108202,"",14,Beginner,United States,PA,2016-10-24,0
7328,Mrs. Todd,l6p764,108281,"",20,Beginner,United States,FL,2016-10-24,0
7329,Acton Academy West Austin,6dddro,104951,"",11,Intermediate,United States,TX,2016-10-24,0
7331,7th Period Technology,qxnslm,68678,"",12,Intermediate,United States,TX,2016-10-24,0
7332,VES 5th Grade,4f4vs4,83824,"",20,Beginner,United States,KS,2016-11-07,0
7335,Miss Purrington's Cottage,uj76h8,62816,"",12,Beginner,United States,TN,2016-10-24,0
7336,6c,i16vbl,81022,"",11,Beginner,Poland,Greater Poland Voivodeship,2016-10-24,0
7337,6D,3h0t2t,81022,"",11,Beginner,Poland,Greater Poland Voivodeship,2016-10-24,0
7338,TTM 8/9 Smedinge ht 16,k8txpx,71684,"",11,Intermediate,Sweden,Halland County,2016-10-24,0
7339,Honors English Pt 2,dcssmz,105514,"",12,Advanced,United States,MS,2016-10-10,0
7340,Reading 23,0sm1yz,108477,"",11,Beginner,United States,NY,2016-10-24,0
7298,4th grade reading,p9p0ze,107750,"",20,Beginner,United States,NJ,2016-11-07,0
7341,Ms. Accomando's 5th Grade Class,xpjf5k,108483,"",11,Intermediate,United States,IL,2016-10-24,0
7343,Rotation 1,wp33hb,108609,"",14,Beginner,United States,TX,2016-10-24,0
7344,Mrs. Mellon's 5th Grade Classes,imr95d,108610,"",11,Intermediate,United States,TX,2016-11-07,0
7345,The secret club of English,4g9l70,106014,"",11,Beginner,Spain,CT,2016-11-07,0
7395,BI01,dx8651,109653,Students of academic reading skills. Semester 1. KUIS,11,Intermediate,Malaysia,Selangor,2017-01-09,25
7346,Geography 2016-2017,kx9yxa,108682,"",11,Beginner,United States,IL,2017-01-23,0
7348,english lovers class,6c6csw,107779,"",11,Beginner,Turkey,Gaziantep,2016-10-24,0
7388,English 8,kwl5zs,109540,"",11,Beginner,United States,VA,2016-11-07,0
7350,enthusiasts,ti9blt,108792,"",11,Beginner,Turkey,İzmir,2016-10-24,0
7351,Lebanese Group,yme9b5,108909,"",11,Intermediate,Lebanon,South Governorate,2016-10-24,0
7352,Chanda,ofts9a,108942,"",11,Beginner,United States,MD,2016-12-05,0
7353,MAOT Culture Studies,t3cmo0,108974,"",11,Beginner,United States,OH,2016-10-24,0
7354,The Timberwolves,0lcwdo,108710,"",11,Beginner,United States,TX,2016-10-24,0
7355,SJA 520,vd0msb,102859,"",20,Intermediate,United States,NJ,2016-11-07,0
7356,Zeynep Kamil Vocational Health School,e6gxct,109073,"",11,Beginner,Turkey,İstanbul,2016-10-24,0
7357,UCLA,o28zlx,109077,"",20,Intermediate,United States,CA,2016-11-07,0
7358,CAL,aeijpr,109077,"",20,Intermediate,United States,CA,2016-11-07,0
7359,USC,7erghc,109077,"",20,Intermediate,United States,CA,2016-11-07,0
7360,Georgetown,isryb4,109077,"",20,Intermediate,United States,CA,2016-11-07,0
7361,Falcons,fv7d69,109086,"",11,Beginner,United Kingdom,England,2016-11-07,0
7362,Writers for Knowledge,gywqxr,109096,"",14,Beginner,United States,MS,2016-11-07,0
7363,5BVE,b2hsd3,86471,"",11,Intermediate,Belgium,Flanders,2016-10-24,0
7364,10 a,l8z8xe,107146,"",11,Beginner,Turkey,Malatya,2016-10-24,0
7365,ESL2,dai4s1,109127,"",12,Beginner,United States,NY,2016-10-24,0
7399,Devine/Schneider,445boh,109684,"We are located in Staten Island, NY in the United States.",11,Beginner,United States,NY,2016-11-07,0
7373,Miss Bry Pen Pal Class,lg4392,85832,"",20,Beginner,United States,IN,2016-11-07,0
7368,Impossible,ng8mez,108581,"",11,Beginner,Turkey,Şırnak,2016-11-21,0
7347,Homeroom,9skqyn,108712,"",12,Beginner,United States,VA,2016-11-07,0
7370,6BC,2busbw,107086,"",11,Intermediate,Sweden,Stockholm County,2016-11-07,0
7371,English Club,tmsrv0,109175,"",11,Beginner,Spain,AL,2016-10-24,0
7372,Computer Applications - 1,yxppl9,84099,"",15,Intermediate,United States,IA,2016-11-07,0
7342,7th/8th Grade Academy,qksg72,108354,"",15,Intermediate,United States,GA,2017-01-23,0
7374,Hammond207,tvl2t0,109197,"",20,Beginner,United States,MA,2016-11-07,0
7375,Test Class 1,eefhd4,95776,"",15,Beginner,Australia,QLD,2016-10-24,0
7376,Mrs. Elkins' Class,qg1ejl,109204,"",11,Beginner,United States,MO,2016-10-24,0
7377,Miss Kinnaman's Social Studies Class,373h05,109209,"",11,Beginner,United States,OH,2016-10-24,0
7378,4th Grade Villagers,6w78xf,109216,"",12,Beginner,United States,DC,2016-10-24,0
7379,Onetastic One,2gln7i,108357,"",11,Beginner,New Zealand,Manawatu-Wanganui,2016-10-24,0
7380,2nd 9 Weeks Connections,77txgb,87020,"",20,Intermediate,United States,GA,2016-10-24,0
7386,After School,c7l6bj,62816,"",15,Beginner,United States,TN,2016-10-24,0
7383,Mendelsohn,jz3285,108598,"",20,Intermediate,United States,CO,2016-10-24,0
7382,Honors ELA 6/7- CMS,tgp0qx,107927,"",11,Advanced,United States,IA,2016-10-24,0
7381,Honors ELA 1/4- CMS,s3bp9l,107927,"",11,Advanced,United States,IA,2016-10-24,0
7384,Langtonlab,hbnjix,108697,"",15,Intermediate,United States,OR,2016-10-24,0
7387,Taproot Elementary,hu8j3k,92716,"",20,Intermediate,United States,OK,2016-10-24,0
7391,Mrs. Pattie's Pen Pal Class,aiz1yq,21687,"",20,Beginner,United States,NJ,2016-10-24,0
7392,Miki,egs8iv,109616,"",11,Beginner,United States,VA,2016-10-24,0
7393,rawr,h8bapw,109616,"",20,Beginner,United States,VA,2016-10-24,0
7394,Too Terrific,hkv9od,109619,"",11,Beginner,New Zealand,Manawatu-Wanganui,2016-10-24,0
7396,8.b Sjørring skole,evlbw5,109652,"",11,Intermediate,Denmark,North Denmark Region,2016-11-07,0
7397,The World Through My Eyes Penpal,3jitkw,19749,"",15,Intermediate,United States,TX,2016-10-24,0
7398,World Explorer Penpal,gj70xi,19749,"",11,Intermediate,United States,TX,2016-10-24,0
7400,Seminar,9ryzp2,109689,"",12,Intermediate,United States,MI,2016-10-24,0
7401,Life Skills 16-17,a4ijcm,109694,"",20,Beginner,United States,PA,2016-10-24,0
7369,JLJ High Tech Pen Pals 3rd grade,gy00bk,109163,"",11,Beginner,United States,TX,2016-10-24,0
7403,Acton Academy West Middle School,pk8kar,104951,"",11,Intermediate,United States,TX,2016-10-24,0
7404,ELA 4th period,zcjvk4,92370,"",20,Beginner,United States,NY,2016-10-24,0
7402,Estes 4th Grade,qsvptb,84936,"",20,Intermediate,United States,AZ,2016-11-07,0
7405,JKing,0zk2j1,109861,"",15,Intermediate,United States,OR,2016-10-24,0
7406,ELA 5th period,8pm7xu,92370,"",11,Intermediate,United States,NY,2016-10-24,0
7407,Howell 4,3s34pi,109815,"",11,Beginner,United States,MN,2016-11-07,0
7408,Mrs.Garcia's Class,ptusa7,108039,"",11,Beginner,United States,NM,2016-10-24,0
7409,Lauer16_17,tj1dkv,109896,"",11,Beginner,United States,VA,2016-10-24,0
7410,TheVillagers,ua3cnp,109930,"",11,Beginner,United States,DC,2016-10-24,0
7411,Grade 5 HCA,s0t3x8,109429,"",15,Beginner,Canada,AB,2016-11-07,0
7412,2nd grade,abjl1z,110053,"",11,Beginner,United States,WA,2016-11-07,0
7413,P6,0mgybj,110074,"",11,Beginner,United Kingdom,Scotland,2016-11-07,0
7414,5th Grade Boren,3u2mvg,110076,"",11,Intermediate,United States,MO,2016-10-24,0
7415,Rimkus - 4th,t0b5k2,110077,"",20,Beginner,United States,MO,2016-11-07,0
7416,Linden STEM 6th grade,wg1j6i,110082,"",11,Beginner,United States,OH,2016-10-24,0
7417,Language Arts 2nd Period,dytobj,110106,"",20,Beginner,United States,OH,2016-10-24,0
7418,7P1,o63t01,102963,"",11,Beginner,Lithuania,Vilnius County,2016-10-24,0
7419,7-8I,5nn8ln,102963,"",11,Intermediate,Lithuania,Vilnius County,2016-10-24,0
7420,Mysterious classmates,i5u95b,106014,"",11,Beginner,Spain,CT,2016-11-07,0
7421,The mysteries of Alba,notnyn,106014,"",11,Beginner,Spain,CT,2016-11-07,0
7422,Doherty 7,sfod5z,94301,"",15,Advanced,United States,CT,2016-11-07,0
7423,Dr. Grab's P2 Civics,p3830m,109963,"",12,Intermediate,United States,PA,2016-10-24,0
7424,Dr. Grab's P5AB Civics,q9lkmi,109963,"",12,Intermediate,United States,PA,2016-10-24,0
7450,Ice block,04zhkx,111390,"",12,Beginner,United States,MA,2016-10-24,0
7426,KESHER World Traveler,5hx9f2,110267,"",11,Intermediate,United States,FL,2016-10-24,0
7427,The investigators,iabxov,106014,"",11,Beginner,Spain,CT,2016-11-07,0
7428,GIM60 speaking group,k9dcg2,110440,"",11,Intermediate,Poland,Greater Poland Voivodeship,2016-11-07,0
7429,jolly good,3i27i0,110499,"",14,Advanced,United States,FL,2016-10-24,0
7430,Mrs. Gagnon's Class,a8a4xz,110581,"",14,Beginner,United States,NC,2016-10-24,0
7431,Chalkboard Champs,9au7qr,104109,"",20,Beginner,United States,CA,2016-10-24,0
7432,Asian World Explorers,xibll0,110593,"",11,Intermediate,Vietnam,Ho Chi Minh,2016-11-07,0
7462,2016-2017 Social Studies (Poe),lb9vxq,84042,"",11,Intermediate,United States,OH,2016-11-07,0
7434,Humanities ACA,himqsq,90591,"",14,Advanced,United States,MA,2016-10-24,0
7435,Kid's Class,9c9gde,110860,"",11,Advanced,United States,MO,2016-10-24,0
7436,Ms.McNeill's Think Lab,jy6j49,110857,"",11,Intermediate,United States,NJ,2016-11-07,0
7437,Mrs. Jones Awesome Class 5th GFE,bbbg85,84936,"",20,Intermediate,United States,AZ,2016-11-07,0
7425,Sixth Grade GEM GFE,cym5oq,84936,"",20,Intermediate,United States,AZ,2016-11-07,0
7438,Mon/Thurs3rdGT,v9ptm2,78419,"",20,Beginner,United States,SC,2016-10-24,0
7439,Mrs. Lieber's World Explorers,zzip0m,87514,"",11,Beginner,United States,NY,2016-11-07,0
7440,Pen Pal Discovery,tn8cou,111052,"",11,Beginner,United States,NJ,2016-10-24,0
7441,terza media,7jez1h,111066,"",11,Intermediate,Italy,Veneto,2016-10-24,0
7442,Mrs. Huettenmeyer,ewgzv1,111079,"",20,Beginner,United States,MO,2016-10-24,0
7443,seconda media,b3nvge,111066,"",15,Beginner,Italy,Veneto,2016-11-07,0
7444,Extra English year7  4,wm3izz,83429,"",11,Intermediate,Sweden,Stockholm County,2016-11-07,0
7445,Altai,12j1m0,111121,"",11,Beginner,Turkey,Konya,2016-10-24,0
7447,Lawrence 3rd,df7qj8,111324,"",11,Beginner,United States,NC,2016-10-24,0
7448,Friday/GT5th,6qjs74,78419,"",20,Beginner,United States,SC,2016-11-07,0
7449,Tues/Wed4thGT,7l4m5w,78419,"",20,Beginner,United States,SC,2016-11-07,0
7456,Global Socialization 101,vwv21p,111693,"",11,Beginner,United States,VA,2016-10-24,0
7453,Miss Brown's 2016-2017,wa811p,111516,"",11,Beginner,United States,NC,2016-10-24,0
7452,Mrs. Gregory's Third Grade Class,9b38bk,111418,"",11,Intermediate,United States,NC,2016-11-07,0
7455,Grade 5 class 1,lmg0th,111662,"",15,Beginner,Israel,Haifa District,2016-11-07,0
7457,explorers,h1a6i9,111705,"",20,Beginner,Turkey,Afyonkarahisar Province,2016-11-07,0
7458,explorers,6a0fnn,111705,"",20,Beginner,Turkey,Afyonkarahisar Province,2016-11-07,0
7460,Beethoven,8hh84w,111730,Curious as to what other know that we can learn,15,Beginner,Ireland,County Wexford,2016-10-24,0
7461,Habitat High,yqgr4y,103961,"",11,Intermediate,Turkey,Eskişehir Province,2016-10-24,0
7459,JCS Room 12 World,ikx4f4,73367,"",11,Intermediate,United States,NJ,2016-10-24,0
7454,Jacob penpal Fall 2016,trlan2,14068,"",20,Intermediate,United States,MD,2016-11-07,0
7463,Mottley's Multicultural Monday Mind-meld Movement,nbxrkk,110634,"",14,Beginner,United States,NC,2016-11-07,0
7464,IKL,b3cl6i,111834,"",20,Beginner,United States,OH,2016-10-24,0
7465,Brownies,56zdqm,103470,"",12,Intermediate,United States,OH,2016-10-24,0
7466,Anton,gd99ci,85663,"",15,Intermediate,Sweden,Skåne County,2016-11-07,0
7467,5.1,knsdeu,85663,"",11,Beginner,Sweden,Skåne County,2016-11-07,0
7433,Dr Ibarra English 8 Blk 2,cf6jsv,109540,"",11,Beginner,United States,VA,2016-10-24,0
7490,Meadowmere Practice Class,p91t7r,112732,"",12,Beginner,United States,MO,2016-11-07,0
7469,5/6 Combo GEM Class Estes,s72ire,84936,"",20,Intermediate,United States,AZ,2016-11-07,0
7470,Mrs. Aslan's Class,8msxv2,112221,"",20,Beginner,United States,IL,2016-10-24,0
7471,Mr. Berry's 3rd Grade Academy Class at TJ,cya088,90472,"",11,Beginner,United States,CA,2016-11-07,0
7472,Ms.Jacoby's 3rd grade,tl7t6p,88094,"",12,Beginner,United States,AZ,2016-10-24,0
7473,Barton,hd2pog,86106,"",20,Intermediate,United States,NC,2016-11-07,0
7491,Cleora Cardinals,84xnyt,112733,"",12,Beginner,United States,OK,2016-11-07,0
7513,Period 1,6m90d0,113176,Smart young people who wish to meet new students around the world,11,Intermediate,United States,AR,2016-11-07,0
7475,6a,viwgsr,112317,"6a is an excellent class. They are curious and kind, and very eager to learn new things",11,Intermediate,Denmark,Region Syddanmark,2016-11-07,0
7477,Environmental Science,ji33gd,108714,"",20,Advanced,United States,NY,2016-11-07,0
7478,Mrs. Flanagan's 5th Grade,g28j74,102535,"",11,Intermediate,United States,MN,2016-11-21,0
7479,GEM4thRRE,2whmv1,112424,"",20,Intermediate,United States,AZ,2016-11-07,0
7480,GEM5thRRE,czh3zm,112424,"",20,Intermediate,United States,AZ,2016-11-07,0
7481,Colegio HOSMIL class,ybt07p,112461,"",11,Intermediate,Chile,Santiago Metropolitan Region,2016-11-07,0
7482,Habitat Middle 1,i6zbya,103961,"",11,Beginner,Turkey,Eskişehir Province,2016-11-07,0
7483,6B Lind Skole,90gvzu,83106,"",11,Beginner,Denmark,Central Denmark Region,2016-11-07,0
7484,5.4,iulfa3,85663,"",11,Beginner,Sweden,Skåne County,2016-11-07,0
7485,"A Free People, a Free Nation.",gneutl,112524,"",14,Beginner,Uganda,Central Region,2016-11-07,0
7492,Resource / Walking To Freedom,j5b3ty,89545,"",14,Beginner,United States,IL,2016-11-07,0
7486,Mrs. Brun's English 11/World Lit,2gdq3b,112578,"",15,Beginner,United States,SD,2016-11-07,0
7281,Ms.Kalay,6uq8yi,107116,"There are 13 students in my class.They really want to 
learn English.They are interested in projects.They want to improve their English.This is the first time they are practicing their Englih here.Ihope it will be useful for them.",11,Beginner,Turkey,İstanbul,2016-10-24,0
7488,AKİL English Course,wytvye,112683,"",11,Beginner,Turkey,Afyonkarahisar Province,2016-11-07,0
7489,Swain's Tigers,t0n1i9,112702,"",11,Beginner,United States,GA,2016-11-07,0
7493,Grades 6-8,fw6rtm,86946,"",12,Advanced,United States,MO,2016-11-07,0
7494,Grades 4-5,opuzu9,86946,"",12,Intermediate,United States,MO,2016-11-07,0
7504,Warriors,5s46ua,113055,"",12,Beginner,United States,MS,2016-11-07,0
6789,J2C1C2,okzjfu,92453,ESL students in Grade 8 at Hangzhou Foreign Language School in China.,20,Beginner,China,Zhejiang,2016-11-22,0
7496,Sjørring skole 8.b,q55ewb,112922,"",11,Intermediate,Denmark,North Denmark Region,2016-11-07,0
7497,10-A,qcxx24,107116,"",20,Intermediate,Turkey,İstanbul,2016-11-07,0
7498,World through my eyes!,tr89wq,111052,"",15,Beginner,United States,NJ,2016-11-07,0
7499,SME 4th Grade,pph432,112971,"",11,Beginner,United States,CO,2016-11-07,0
7500,GHOW 5th Period,uyqe0h,112314,"",15,Intermediate,United States,IN,2016-11-07,0
7505,Ippensen ELA (Session 2),b929z1,92484,"",14,Beginner,United States,TN,2016-11-07,0
7487,Jets Fall 2016,dkw86t,105706,"",11,Beginner,United States,NC,2016-11-07,0
7501,Mr. Persell's Reading Class,s0t3rn,113017,"",11,Advanced,United States,MO,2016-11-21,0
7502,1st period,v645ux,112452,"",12,Advanced,United States,IA,2016-11-07,0
7503,2nd period,1i0ne6,112452,"",12,Advanced,United States,IA,2016-11-07,0
7506,Ms. Gibson's 3rd Grade Class,sroxor,113099,"",11,Intermediate,United States,NC,2016-11-07,0
7507,Georgianexplorers,f0tjd8,113104,"",11,Beginner,Georgia,Tbilisi,2016-11-07,0
7508,J2C3C4,l65r38,92453,"",20,Beginner,China,Zhejiang,2016-11-21,0
7509,J2C9C10,czsw03,92453,"",20,Beginner,China,Zhejiang,2016-11-21,0
7510,J2C7C8,wbaf4q,92453,"",20,Beginner,China,Zhejiang,2016-11-21,0
7468,7B,59ki4j,95831,The class consists of 16 boys and girls aged 12 to 14.  They are learning about American culture at the moment and are interested in finding penpals from the US.,11,Intermediate,Denmark,Capital Region of Denmark,2016-10-24,0
7512,7A,92ag86,95831,"This class consists of 20 boys and girls aged 12-14. They live in Helsingor, a town not too far from the Danish capital Copenhagen. At the moment they are learning about American culture and traditions and are in particular looking for penpals from the US.",11,Intermediate,Denmark,Capital Region of Denmark,2016-11-07,0
7515,period 1,9lmx0n,113176,smart young people who wish to meet people around the world.,20,Intermediate,United States,AR,2016-11-07,0
7514,8 Doherty,n8jqdc,94301,We are an 8th grade class at East Haven Academy. We are studying social injustice this year and we are looking to talk with students from around the world to give us different perspectives.,15,Advanced,United States,CT,2016-11-07,0
7517,"",ftm6km,113203,"",11,Intermediate,United States,IA,2016-11-07,0
7516,Global Studies,cs1j2a,113202,The class is a group of 7th grade students who are studying the geography and cultures of the world.,11,Intermediate,United States,IA,2016-11-07,0
7518,Mrs. Smith's 4th Grade,dj93k5,112971,"4th Grade students from Colorado, USA",11,Intermediate,United States,CO,2016-11-07,0
7519,"",gdsivv,113204,"",15,Intermediate,United States,IA,2016-11-07,0
7520,"",jc4dyz,113237,"",12,Intermediate,United States,CA,2016-11-07,0
7476,Tui's Doral Dragons,kfuc8l,110061,"",11,Beginner,United States,NV,2016-11-07,0
7521,"",if1sbx,113237,"",12,Intermediate,United States,CA,2016-11-07,0
7540,"",031pd4,70830,"",11,Intermediate,United States,GA,2016-11-07,0
7269,Room 207,wnusng,106878,"We are a Grade 4 class of 21 students at a small K to 6 school located in Roncesvalles Village in Toronto, near High Park.",20,Beginner,Canada,ON,2016-11-07,0
7541,"",ar4duz,113337,"",11,Intermediate,United States,TX,2016-11-07,0
7551,ELAR,yfyr35,113377,"I teach English and reading resource classes to 6-8 grade students. My students are a few grade levels behind in their writing skills. I am looking for new experiences in learning that my students would otherwise never be exposed to. My students are excited about learning new cultures and meeting children from around the world. We are a title I school, which is a high poverty school. My students do not get a lot of outside exposure to art, culture, academics, etc. and I want to be able to bring something into my classroom that allows my students to see the world.",11,Beginner,United States,TX,2016-11-07,0
7543,"",ftwluf,113341,"",15,Intermediate,United States,TX,2016-11-07,0
7527,LMU / GU Pen Pals!,px4u7l,52524,"",15,Intermediate,United States,CA,2016-11-07,0
7556,"",ygkp9a,113559,"",20,Intermediate,United States,CA,2016-11-07,0
7528,Room 29,epv6gz,113237,4th grade class,12,Intermediate,United States,CA,2016-11-07,0
7530,1st 2016-17 Mohan,ajuo3y,19595,7th grade Social Studies,11,Intermediate,United States,MD,2016-11-07,0
7559,"",pzcf07,13137,"",11,Intermediate,Benin,Zou,2016-11-07,0
7552,ELAR,tekgbo,113377,My students are a few years behind grade level. They are 6-8 grade students.,11,Beginner,United States,TX,2016-11-07,0
7531,2nd 2016-17 Mohan,4x29nu,19595,7th grade Social Studies,11,Intermediate,United States,MD,2016-11-07,0
7529,Joe's kidz,4v5qbu,113289,my class is the bestest,20,Beginner,United States,TX,2016-11-21,0
7542,Howard,6uli4j,113340,They are great kids and work hard.,12,Beginner,United States,NY,2016-11-07,0
7532,3rd 2016-17 Mohan,68b2ym,19595,7th grade Social Studies,11,Intermediate,United States,MD,2016-11-07,0
7546,Tufts,x4j07h,113340,They are a great class and responsible students.,12,Intermediate,United States,NY,2016-11-07,0
7533,4th 2016-17 Mohan,nghjib,19595,7th grade Social Studies,11,Intermediate,United States,MD,2016-11-07,0
7534,5th 2016-17 Mohan,4tkk4a,19595,7th grade Social Studies,11,Intermediate,United States,MD,2016-11-07,0
7535,"",6n5idg,113237,"",20,Intermediate,United States,CA,2016-11-07,0
7536,"",eemyn5,113124,"",11,Beginner,United States,CA,2016-11-07,0
7547,Saint Thoma's White Sharks,700bn7,113253,8th grade,11,Intermediate,Mexico,N.L.,2016-11-07,0
7537,Joe's Explorers,qvtztt,113289,also a cool class,11,Intermediate,United States,TX,2016-11-07,0
7538,Joe's Explorers 2,s1fzis,113289,My second attempt,11,Intermediate,United States,TX,2016-11-07,0
7548,"",3b7n6o,113345,"",11,Intermediate,United States,TX,2016-11-07,0
7539,w2f class,fjcyzy,113289,yup,14,Intermediate,United States,TX,2016-11-07,0
7549,"",evvoer,113360,"",20,Intermediate,United States,TX,2016-11-07,0
7553,HTV,i455n1,85663,"",15,Intermediate,Sweden,Skåne County,2016-11-07,0
7732,Tech 6A 16/17,f1uxix,21472,"",12,Beginner,United States,WA,2016-11-21,0
7554,"",1rnwex,98613,"",20,Beginner,United States,MN,2016-11-07,0
7544,Brown,kpksg4,113340,They are a great class and responsible students.,12,Beginner,United States,NY,2016-11-07,0
7545,Syracuse,w5wgbl,113340,They are a great class and responsible students.,12,Beginner,United States,NY,2016-11-07,0
7555,"",9h9sqq,113537,"",12,Intermediate,United States,NY,2016-11-07,0
7550,3D QUARENGHI 2016-2017,qpch6n,120,"My students (aged 16-17) are currently studying ecology, ecosystems , the different form of pollution and global warming. This course night be a unique opportunity for them to learn how to protect our planet and to improve their skills in English.",20,Intermediate,Italy,"",2016-11-07,0
7558,Frank Ledesma Rm 21,t1xmz8,113599,"We love learning about other people's lives and cultures. We enjoy reading about history and exploring different types of art. Our classroom is situated in the Salinas Valley, right next to Pinnacles National Park.",11,Beginner,United States,CA,2016-12-05,0
7525,Mrs. Ponton's Class 2016-17,vimcm8,113281,"Third Grade Class in Dripping Springs, Texas",20,Intermediate,United States,TX,2016-11-07,0
7560,Mr. H Room 41 Cottonwood Elementary,j7ilw5,113631,"Our school is Cottonwood Elementary, which is located in Hesperia, California. The zip code is 92345. Our class is about sixty-miles north east of Downtown Los Angeles. The area where our school is located is considered the High Desert. The climate tends to be dry and hot during the summer and cold during the winter, with occasional snow. The main freeway that runs through town is the Interstate 15 Freeway. If you were to head north on the 15 Freeway you would hit Las Vegas, Nevada in about 3 hours. 
We are a sixth-grade class, and our school goes from K-6. Our students then will move on to middle-school. There are 30 total students in our class. The class consists of 50/50 boys and girls. We start the morning at 7:30am and get to go home at 1:45pm. Our school mascot is a coyote, and school colors are red and black.",11,Intermediate,United States,CA,2016-11-07,0
7562,Ms. Albin's 4th grade,0uvmio,113682,"",11,Beginner,United States,OR,2016-11-07,0
7684,"",s9xxyx,116336,"",11,Intermediate,United States,VA,2016-11-07,0
7526,Ms. Wesner's Explorers,6ezgck,113011,Third Grade,11,Intermediate,United States,NC,2016-11-21,0
7682,Mangione's Magnificent Minds,wh5qa4,83668,"",11,Beginner,United States,VA,2016-11-21,0
7557,Figueira's Class,8l9m40,113559,These are students who are excited to begin a new journey in communicating with students across the world on important issues.,12,Intermediate,United States,CA,2016-11-07,0
7735,2nd Period,t16owc,86942,"",14,Beginner,United States,SC,2016-12-05,0
8353,"",vd4j7l,123114,"",20,Intermediate,United States,TX,2017-01-09,0
8796,Group 3,szx1zr,130253,"",12,Intermediate,United States,KY,2017-02-06,0
7563,Mr. Gonzalez's 8th grade tech students 2016,3kfrht,113684,"My class is made up of 8th grade students from multiple backgrounds and experiences. They are eager to learn about life outside of Syracuse, NY.",15,Intermediate,United States,NY,2016-11-07,0
7565,"",uw51gk,113704,"",15,Intermediate,United Kingdom,England,2016-11-07,0
7577,"",q0bnbb,113932,"",15,Intermediate,United States,NC,2016-11-07,0
7566,Ms Hoth's World Geography Class,bu63r4,106963,"Western HS in Davie, FL",15,Intermediate,United States,FL,2016-11-07,0
7561,3e CSH,x71v3n,113653,"There are 22 students in this class, They attend a secondary School in Guadeloupe in the French West Indies. They Have been learning English for about 5 years but They are not very confident in using the language. Starting such a project could help them give sense To the language learning And allow them to exchange with peers  in the world And compare Their lives.",15,Intermediate,Guadeloupe,Basse-Terre,2016-11-07,0
7567,"",to1ooo,113653,"",11,Intermediate,Guadeloupe,Basse-Terre,2016-11-07,0
7589,Newman Pen Pal,gwmp58,114162,"We are a group of secondary school students from Carlilse, England who are eager to explore how teenagers of the world live their life.",11,Intermediate,United Kingdom,England,2016-11-07,0
